Rank,nctid,age,age_id
3224,NCT04594460,"18 Years to 75 Years  (Adult, Older Adult)",age_146
3288,NCT04563208,"18 Years to 75 Years  (Adult, Older Adult)",age_146
3312,NCT04742842,"18 Years to 75 Years  (Adult, Older Adult)",age_146
3376,NCT04737161,"18 Years to 75 Years  (Adult, Older Adult)",age_146
3385,NCT04649736,"18 Years to 75 Years  (Adult, Older Adult)",age_146
3462,NCT04922814,"18 Years to 75 Years  (Adult, Older Adult)",age_146
3493,NCT04331054,"18 Years to 75 Years  (Adult, Older Adult)",age_146
3508,NCT04365439,"18 Years to 75 Years  (Adult, Older Adult)",age_146
3672,NCT04357860,"18 Years to 75 Years  (Adult, Older Adult)",age_146
3719,NCT04480398,"18 Years to 75 Years  (Adult, Older Adult)",age_146
3721,NCT04609423,"18 Years to 75 Years  (Adult, Older Adult)",age_146
3763,NCT04720794,"18 Years to 75 Years  (Adult, Older Adult)",age_146
3869,NCT04357340,"18 Years to 75 Years  (Adult, Older Adult)",age_146
4001,NCT04705831,"18 Years to 75 Years  (Adult, Older Adult)",age_146
4014,NCT04373824,"18 Years to 75 Years  (Adult, Older Adult)",age_146
4025,NCT04972708,"18 Years to 75 Years  (Adult, Older Adult)",age_146
4152,NCT04760561,"18 Years to 75 Years  (Adult, Older Adult)",age_146
4178,NCT04836299,"18 Years to 75 Years  (Adult, Older Adult)",age_146
4331,NCT04402983,"18 Years to 75 Years  (Adult, Older Adult)",age_146
4336,NCT04558125,"18 Years to 75 Years  (Adult, Older Adult)",age_146
4355,NCT04830800,"18 Years to 75 Years  (Adult, Older Adult)",age_146
4400,NCT04330495,"18 Years to 75 Years  (Adult, Older Adult)",age_146
4452,NCT04767477,"18 Years to 75 Years  (Adult, Older Adult)",age_146
4514,NCT04260594,"18 Years to 75 Years  (Adult, Older Adult)",age_146
4528,NCT04482686,"18 Years to 75 Years  (Adult, Older Adult)",age_146
4534,NCT04261907,"18 Years to 75 Years  (Adult, Older Adult)",age_146
4576,NCT04789603,"18 Years to 75 Years  (Adult, Older Adult)",age_146
4620,NCT04319900,"18 Years to 75 Years  (Adult, Older Adult)",age_146
4651,NCT04468217,"18 Years to 75 Years  (Adult, Older Adult)",age_146
4662,NCT04357730,"18 Years to 75 Years  (Adult, Older Adult)",age_146
4730,NCT04324866,"18 Years to 75 Years  (Adult, Older Adult)",age_146
4828,NCT04413747,"18 Years to 75 Years  (Adult, Older Adult)",age_146
4836,NCT04603781,"18 Years to 75 Years  (Adult, Older Adult)",age_146
4848,NCT04389385,"18 Years to 75 Years  (Adult, Older Adult)",age_146
4856,NCT04345861,"18 Years to 75 Years  (Adult, Older Adult)",age_146
4857,NCT04694573,"18 Years to 75 Years  (Adult, Older Adult)",age_146
5116,NCT04734912,"18 Years to 75 Years  (Adult, Older Adult)",age_146
5258,NCT04794036,"18 Years to 75 Years  (Adult, Older Adult)",age_146
5312,NCT04566276,"18 Years to 75 Years  (Adult, Older Adult)",age_146
5477,NCT04953078,"18 Years to 75 Years  (Adult, Older Adult)",age_146
5554,NCT04435353,"18 Years to 75 Years  (Adult, Older Adult)",age_146
5636,NCT04615741,"18 Years to 75 Years  (Adult, Older Adult)",age_146
5702,NCT04322344,"18 Years to 75 Years  (Adult, Older Adult)",age_146
5815,NCT04348370,"18 Years to 75 Years  (Adult, Older Adult)",age_146
5852,NCT04292327,"18 Years to 75 Years  (Adult, Older Adult)",age_146
5904,NCT04276987,"18 Years to 75 Years  (Adult, Older Adult)",age_146
5939,NCT04764422,"18 Years to 75 Years  (Adult, Older Adult)",age_146
5944,NCT04854941,"18 Years to 75 Years  (Adult, Older Adult)",age_146
5972,NCT04464460,"18 Years to 75 Years  (Adult, Older Adult)",age_146
6171,NCT04909853,"18 Years to 75 Years  (Adult, Older Adult)",age_146
1456,NCT04288102,"18 Years to 75 Years   (Adult, Older Adult)",age_146
75,NCT04363346,"18 Years to 76 Years  (Adult, Older Adult)",age_147
514,NCT04429763,"18 Years to 79 Years  (Adult, Older Adult)",age_148
629,NCT04344236,"18 Years to 79 Years  (Adult, Older Adult)",age_148
907,NCT04540406,"18 Years to 79 Years  (Adult, Older Adult)",age_148
2157,NCT04565379,"18 Years to 79 Years  (Adult, Older Adult)",age_148
2233,NCT04753762,"18 Years to 79 Years  (Adult, Older Adult)",age_148
2696,NCT04494984,"18 Years to 79 Years  (Adult, Older Adult)",age_148
3564,NCT04954235,"18 Years to 79 Years  (Adult, Older Adult)",age_148
3923,NCT04519320,"18 Years to 79 Years  (Adult, Older Adult)",age_148
4168,NCT04552379,"18 Years to 79 Years  (Adult, Older Adult)",age_148
4441,NCT04535167,"18 Years to 79 Years  (Adult, Older Adult)",age_148
5740,NCT04355637,"18 Years to 79 Years  (Adult, Older Adult)",age_148
107,NCT04733833,"18 Years to 80 Years  (Adult, Older Adult)",age_149
119,NCT04880109,"18 Years to 80 Years  (Adult, Older Adult)",age_149
120,NCT04784897,"18 Years to 80 Years  (Adult, Older Adult)",age_149
138,NCT04306497,"18 Years to 80 Years  (Adult, Older Adult)",age_149
141,NCT04808284,"18 Years to 80 Years  (Adult, Older Adult)",age_149
146,NCT04550338,"18 Years to 80 Years  (Adult, Older Adult)",age_149
152,NCT04390178,"18 Years to 80 Years  (Adult, Older Adult)",age_149
161,NCT04444310,"18 Years to 80 Years  (Adult, Older Adult)",age_149
167,NCT04287686,"18 Years to 80 Years  (Adult, Older Adult)",age_149
173,NCT04375046,"18 Years to 80 Years  (Adult, Older Adult)",age_149
191,NCT04681053,"18 Years to 80 Years  (Adult, Older Adult)",age_149
198,NCT04595773,"18 Years to 80 Years  (Adult, Older Adult)",age_149
210,NCT04542694,"18 Years to 80 Years  (Adult, Older Adult)",age_149
232,NCT04449588,"18 Years to 80 Years  (Adult, Older Adult)",age_149
248,NCT04358835,"18 Years to 80 Years  (Adult, Older Adult)",age_149
274,NCT04603794,"18 Years to 80 Years  (Adult, Older Adult)",age_149
357,NCT04513470,"18 Years to 80 Years  (Adult, Older Adult)",age_149
363,NCT04977960,"18 Years to 80 Years  (Adult, Older Adult)",age_149
382,NCT04326920,"18 Years to 80 Years  (Adult, Older Adult)",age_149
452,NCT04459819,"18 Years to 80 Years  (Adult, Older Adult)",age_149
500,NCT04801017,"18 Years to 80 Years  (Adult, Older Adult)",age_149
568,NCT04335136,"18 Years to 80 Years  (Adult, Older Adult)",age_149
574,NCT04358549,"18 Years to 80 Years  (Adult, Older Adult)",age_149
626,NCT04429711,"18 Years to 80 Years  (Adult, Older Adult)",age_149
638,NCT04400461,"18 Years to 80 Years  (Adult, Older Adult)",age_149
721,NCT04933994,"18 Years to 80 Years  (Adult, Older Adult)",age_149
726,NCT04926428,"18 Years to 80 Years  (Adult, Older Adult)",age_149
743,NCT04900454,"18 Years to 80 Years  (Adult, Older Adult)",age_149
761,NCT04347369,"18 Years to 80 Years  (Adult, Older Adult)",age_149
772,NCT04305106,"18 Years to 80 Years  (Adult, Older Adult)",age_149
775,NCT04371822,"18 Years to 80 Years  (Adult, Older Adult)",age_149
800,NCT04969172,"18 Years to 80 Years  (Adult, Older Adult)",age_149
816,NCT04315896,"18 Years to 80 Years  (Adult, Older Adult)",age_149
848,NCT04643691,"18 Years to 80 Years  (Adult, Older Adult)",age_149
862,NCT04615208,"18 Years to 80 Years  (Adult, Older Adult)",age_149
891,NCT04932954,"18 Years to 80 Years  (Adult, Older Adult)",age_149
942,NCT04280588,"18 Years to 80 Years  (Adult, Older Adult)",age_149
945,NCT04668469,"18 Years to 80 Years  (Adult, Older Adult)",age_149
1021,NCT04401202,"18 Years to 80 Years  (Adult, Older Adult)",age_149
1030,NCT04354428,"18 Years to 80 Years  (Adult, Older Adult)",age_149
1080,NCT04368884,"18 Years to 80 Years  (Adult, Older Adult)",age_149
1088,NCT04876417,"18 Years to 80 Years  (Adult, Older Adult)",age_149
1106,NCT04443881,"18 Years to 80 Years  (Adult, Older Adult)",age_149
1122,NCT04694651,"18 Years to 80 Years  (Adult, Older Adult)",age_149
1127,NCT04516512,"18 Years to 80 Years  (Adult, Older Adult)",age_149
1130,NCT04649658,"18 Years to 80 Years  (Adult, Older Adult)",age_149
1140,NCT04486001,"18 Years to 80 Years  (Adult, Older Adult)",age_149
1153,NCT04349241,"18 Years to 80 Years  (Adult, Older Adult)",age_149
1159,NCT04568135,"18 Years to 80 Years  (Adult, Older Adult)",age_149
1173,NCT04477655,"18 Years to 80 Years  (Adult, Older Adult)",age_149
1199,NCT04402866,"18 Years to 80 Years  (Adult, Older Adult)",age_149
1228,NCT04523181,"18 Years to 80 Years  (Adult, Older Adult)",age_149
1244,NCT04402840,"18 Years to 80 Years  (Adult, Older Adult)",age_149
1269,NCT04820803,"18 Years to 80 Years  (Adult, Older Adult)",age_149
1271,NCT04346043,"18 Years to 80 Years  (Adult, Older Adult)",age_149
1283,NCT04584671,"18 Years to 80 Years  (Adult, Older Adult)",age_149
1333,NCT04568096,"18 Years to 80 Years  (Adult, Older Adult)",age_149
1348,NCT04937569,"18 Years to 80 Years  (Adult, Older Adult)",age_149
1366,NCT04652518,"18 Years to 80 Years  (Adult, Older Adult)",age_149
1413,NCT04599998,"18 Years to 80 Years  (Adult, Older Adult)",age_149
1444,NCT04347980,"18 Years to 80 Years  (Adult, Older Adult)",age_149
1544,NCT04853901,"18 Years to 80 Years  (Adult, Older Adult)",age_149
1545,NCT04353180,"18 Years to 80 Years  (Adult, Older Adult)",age_149
1583,NCT04662086,"18 Years to 80 Years  (Adult, Older Adult)",age_149
1595,NCT04662073,"18 Years to 80 Years  (Adult, Older Adult)",age_149
1597,NCT04961255,"18 Years to 80 Years  (Adult, Older Adult)",age_149
1601,NCT04662060,"18 Years to 80 Years  (Adult, Older Adult)",age_149
1676,NCT04590053,"18 Years to 80 Years  (Adult, Older Adult)",age_149
1683,NCT04335305,"18 Years to 80 Years  (Adult, Older Adult)",age_149
1687,NCT04952857,"18 Years to 80 Years  (Adult, Older Adult)",age_149
1698,NCT04709744,"18 Years to 80 Years  (Adult, Older Adult)",age_149
1702,NCT04504734,"18 Years to 80 Years  (Adult, Older Adult)",age_149
1732,NCT04549922,"18 Years to 80 Years  (Adult, Older Adult)",age_149
1775,NCT04843722,"18 Years to 80 Years  (Adult, Older Adult)",age_149
1797,NCT04659304,"18 Years to 80 Years  (Adult, Older Adult)",age_149
1799,NCT04674553,"18 Years to 80 Years  (Adult, Older Adult)",age_149
1825,NCT04627584,"18 Years to 80 Years  (Adult, Older Adult)",age_149
1826,NCT04694612,"18 Years to 80 Years  (Adult, Older Adult)",age_149
1833,NCT04738045,"18 Years to 80 Years  (Adult, Older Adult)",age_149
1873,NCT04845191,"18 Years to 80 Years  (Adult, Older Adult)",age_149
1876,NCT04524663,"18 Years to 80 Years  (Adult, Older Adult)",age_149
1917,NCT04467840,"18 Years to 80 Years  (Adult, Older Adult)",age_149
1935,NCT04902183,"18 Years to 80 Years  (Adult, Older Adult)",age_149
1937,NCT04584411,"18 Years to 80 Years  (Adult, Older Adult)",age_149
1970,NCT04518969,"18 Years to 80 Years  (Adult, Older Adult)",age_149
2027,NCT04534712,"18 Years to 80 Years  (Adult, Older Adult)",age_149
2028,NCT04751669,"18 Years to 80 Years  (Adult, Older Adult)",age_149
2036,NCT04900337,"18 Years to 80 Years  (Adult, Older Adult)",age_149
2053,NCT04435275,"18 Years to 80 Years  (Adult, Older Adult)",age_149
2061,NCT04333589,"18 Years to 80 Years  (Adult, Older Adult)",age_149
2108,NCT04470297,"18 Years to 80 Years  (Adult, Older Adult)",age_149
2123,NCT04334265,"18 Years to 80 Years  (Adult, Older Adult)",age_149
2156,NCT04382053,"18 Years to 80 Years  (Adult, Older Adult)",age_149
2159,NCT04733807,"18 Years to 80 Years  (Adult, Older Adult)",age_149
2172,NCT04653831,"18 Years to 80 Years  (Adult, Older Adult)",age_149
2176,NCT04666246,"18 Years to 80 Years  (Adult, Older Adult)",age_149
2189,NCT04355897,"18 Years to 80 Years  (Adult, Older Adult)",age_149
2208,NCT04348877,"18 Years to 80 Years  (Adult, Older Adult)",age_149
2239,NCT04456101,"18 Years to 80 Years  (Adult, Older Adult)",age_149
2274,NCT04668404,"18 Years to 80 Years  (Adult, Older Adult)",age_149
2291,NCT04716998,"18 Years to 80 Years  (Adult, Older Adult)",age_149
2317,NCT04341870,"18 Years to 80 Years  (Adult, Older Adult)",age_149
2323,NCT04462120,"18 Years to 80 Years  (Adult, Older Adult)",age_149
2378,NCT04367831,"18 Years to 80 Years  (Adult, Older Adult)",age_149
2403,NCT04359251,"18 Years to 80 Years  (Adult, Older Adult)",age_149
2439,NCT04959747,"18 Years to 80 Years  (Adult, Older Adult)",age_149
2441,NCT04699227,"18 Years to 80 Years  (Adult, Older Adult)",age_149
2453,NCT04894214,"18 Years to 80 Years  (Adult, Older Adult)",age_149
2509,NCT04491994,"18 Years to 80 Years  (Adult, Older Adult)",age_149
2511,NCT04531345,"18 Years to 80 Years  (Adult, Older Adult)",age_149
2571,NCT04709146,"18 Years to 80 Years  (Adult, Older Adult)",age_149
2582,NCT04590378,"18 Years to 80 Years  (Adult, Older Adult)",age_149
2587,NCT04738136,"18 Years to 80 Years  (Adult, Older Adult)",age_149
2592,NCT04531319,"18 Years to 80 Years  (Adult, Older Adult)",age_149
2606,NCT04395300,"18 Years to 80 Years  (Adult, Older Adult)",age_149
2669,NCT04842292,"18 Years to 80 Years  (Adult, Older Adult)",age_149
2676,NCT04852718,"18 Years to 80 Years  (Adult, Older Adult)",age_149
2688,NCT04854785,"18 Years to 80 Years  (Adult, Older Adult)",age_149
2693,NCT04646655,"18 Years to 80 Years  (Adult, Older Adult)",age_149
2698,NCT04695704,"18 Years to 80 Years  (Adult, Older Adult)",age_149
2733,NCT04913779,"18 Years to 80 Years  (Adult, Older Adult)",age_149
2746,NCT04592055,"18 Years to 80 Years  (Adult, Older Adult)",age_149
2761,NCT04384614,"18 Years to 80 Years  (Adult, Older Adult)",age_149
2762,NCT04362111,"18 Years to 80 Years  (Adult, Older Adult)",age_149
2796,NCT04397796,"18 Years to 80 Years  (Adult, Older Adult)",age_149
2800,NCT04647747,"18 Years to 80 Years  (Adult, Older Adult)",age_149
2835,NCT04809948,"18 Years to 80 Years  (Adult, Older Adult)",age_149
2850,NCT04591704,"18 Years to 80 Years  (Adult, Older Adult)",age_149
2852,NCT04578236,"18 Years to 80 Years  (Adult, Older Adult)",age_149
2875,NCT04479202,"18 Years to 80 Years  (Adult, Older Adult)",age_149
2898,NCT04949386,"18 Years to 80 Years  (Adult, Older Adult)",age_149
2926,NCT04374123,"18 Years to 80 Years  (Adult, Older Adult)",age_149
2960,NCT04667923,"18 Years to 80 Years  (Adult, Older Adult)",age_149
3009,NCT04328961,"18 Years to 80 Years  (Adult, Older Adult)",age_149
3040,NCT04528927,"18 Years to 80 Years  (Adult, Older Adult)",age_149
3064,NCT04695301,"18 Years to 80 Years  (Adult, Older Adult)",age_149
3069,NCT04344600,"18 Years to 80 Years  (Adult, Older Adult)",age_149
3070,NCT04916574,"18 Years to 80 Years  (Adult, Older Adult)",age_149
3071,NCT04495907,"18 Years to 80 Years  (Adult, Older Adult)",age_149
3139,NCT04361032,"18 Years to 80 Years  (Adult, Older Adult)",age_149
3140,NCT04495764,"18 Years to 80 Years  (Adult, Older Adult)",age_149
3153,NCT04371367,"18 Years to 80 Years  (Adult, Older Adult)",age_149
3156,NCT04957017,"18 Years to 80 Years  (Adult, Older Adult)",age_149
3178,NCT04452097,"18 Years to 80 Years  (Adult, Older Adult)",age_149
3182,NCT04493359,"18 Years to 80 Years  (Adult, Older Adult)",age_149
3225,NCT04357457,"18 Years to 80 Years  (Adult, Older Adult)",age_149
3239,NCT04537975,"18 Years to 80 Years  (Adult, Older Adult)",age_149
3245,NCT04485169,"18 Years to 80 Years  (Adult, Older Adult)",age_149
3251,NCT04351919,"18 Years to 80 Years  (Adult, Older Adult)",age_149
3263,NCT04366245,"18 Years to 80 Years  (Adult, Older Adult)",age_149
3279,NCT04273763,"18 Years to 80 Years  (Adult, Older Adult)",age_149
3286,NCT04872764,"18 Years to 80 Years  (Adult, Older Adult)",age_149
3311,NCT04366323,"18 Years to 80 Years  (Adult, Older Adult)",age_149
3315,NCT04608214,"18 Years to 80 Years  (Adult, Older Adult)",age_149
3331,NCT04527471,"18 Years to 80 Years  (Adult, Older Adult)",age_149
3334,NCT04969991,"18 Years to 80 Years  (Adult, Older Adult)",age_149
3364,NCT04447144,"18 Years to 80 Years  (Adult, Older Adult)",age_149
3400,NCT04649086,"18 Years to 80 Years  (Adult, Older Adult)",age_149
3439,NCT04561141,"18 Years to 80 Years  (Adult, Older Adult)",age_149
3497,NCT04847375,"18 Years to 80 Years  (Adult, Older Adult)",age_149
3500,NCT04929691,"18 Years to 80 Years  (Adult, Older Adult)",age_149
3527,NCT04463849,"18 Years to 80 Years  (Adult, Older Adult)",age_149
3548,NCT04425733,"18 Years to 80 Years  (Adult, Older Adult)",age_149
3554,NCT04375670,"18 Years to 80 Years  (Adult, Older Adult)",age_149
3562,NCT04498442,"18 Years to 80 Years  (Adult, Older Adult)",age_149
3676,NCT04873401,"18 Years to 80 Years  (Adult, Older Adult)",age_149
3788,NCT04466098,"18 Years to 80 Years  (Adult, Older Adult)",age_149
3809,NCT04497311,"18 Years to 80 Years  (Adult, Older Adult)",age_149
3902,NCT04639375,"18 Years to 80 Years  (Adult, Older Adult)",age_149
3908,NCT04397172,"18 Years to 80 Years  (Adult, Older Adult)",age_149
3927,NCT04408235,"18 Years to 80 Years  (Adult, Older Adult)",age_149
3943,NCT04818801,"18 Years to 80 Years  (Adult, Older Adult)",age_149
4059,NCT04401449,"18 Years to 80 Years  (Adult, Older Adult)",age_149
4061,NCT04452565,"18 Years to 80 Years  (Adult, Older Adult)",age_149
4066,NCT04435457,"18 Years to 80 Years  (Adult, Older Adult)",age_149
4113,NCT04789395,"18 Years to 80 Years  (Adult, Older Adult)",age_149
4136,NCT04382534,"18 Years to 80 Years  (Adult, Older Adult)",age_149
4141,NCT04366856,"18 Years to 80 Years  (Adult, Older Adult)",age_149
4143,NCT04539834,"18 Years to 80 Years  (Adult, Older Adult)",age_149
4188,NCT04725110,"18 Years to 80 Years  (Adult, Older Adult)",age_149
4194,NCT04395911,"18 Years to 80 Years  (Adult, Older Adult)",age_149
4196,NCT04412395,"18 Years to 80 Years  (Adult, Older Adult)",age_149
4241,NCT04517162,"18 Years to 80 Years  (Adult, Older Adult)",age_149
4294,NCT04446169,"18 Years to 80 Years  (Adult, Older Adult)",age_149
4338,NCT04659109,"18 Years to 80 Years  (Adult, Older Adult)",age_149
4370,NCT04499378,"18 Years to 80 Years  (Adult, Older Adult)",age_149
4377,NCT04935515,"18 Years to 80 Years  (Adult, Older Adult)",age_149
4409,NCT04684550,"18 Years to 80 Years  (Adult, Older Adult)",age_149
4476,NCT04306705,"18 Years to 80 Years  (Adult, Older Adult)",age_149
4503,NCT04559113,"18 Years to 80 Years  (Adult, Older Adult)",age_149
4506,NCT04447404,"18 Years to 80 Years  (Adult, Older Adult)",age_149
4676,NCT04429555,"18 Years to 80 Years  (Adult, Older Adult)",age_149
4680,NCT04651387,"18 Years to 80 Years  (Adult, Older Adult)",age_149
4695,NCT04341480,"18 Years to 80 Years  (Adult, Older Adult)",age_149
4732,NCT04432051,"18 Years to 80 Years  (Adult, Older Adult)",age_149
4801,NCT04342156,"18 Years to 80 Years  (Adult, Older Adult)",age_149
4866,NCT04532632,"18 Years to 80 Years  (Adult, Older Adult)",age_149
4871,NCT04275414,"18 Years to 80 Years  (Adult, Older Adult)",age_149
4894,NCT04560257,"18 Years to 80 Years  (Adult, Older Adult)",age_149
4898,NCT04583566,"18 Years to 80 Years  (Adult, Older Adult)",age_149
4906,NCT04323592,"18 Years to 80 Years  (Adult, Older Adult)",age_149
5003,NCT04497415,"18 Years to 80 Years  (Adult, Older Adult)",age_149
5006,NCT04484207,"18 Years to 80 Years  (Adult, Older Adult)",age_149
5008,NCT04381000,"18 Years to 80 Years  (Adult, Older Adult)",age_149
5068,NCT04872686,"18 Years to 80 Years  (Adult, Older Adult)",age_149
5100,NCT04628104,"18 Years to 80 Years  (Adult, Older Adult)",age_149
5115,NCT04964570,"18 Years to 80 Years  (Adult, Older Adult)",age_149
5142,NCT04707820,"18 Years to 80 Years  (Adult, Older Adult)",age_149
5151,NCT04890483,"18 Years to 80 Years  (Adult, Older Adult)",age_149
5189,NCT04435106,"18 Years to 80 Years  (Adult, Older Adult)",age_149
5192,NCT04333654,"18 Years to 80 Years  (Adult, Older Adult)",age_149
5212,NCT04815109,"18 Years to 80 Years  (Adult, Older Adult)",age_149
5222,NCT04406246,"18 Years to 80 Years  (Adult, Older Adult)",age_149
5369,NCT04622332,"18 Years to 80 Years  (Adult, Older Adult)",age_149
5390,NCT04374539,"18 Years to 80 Years  (Adult, Older Adult)",age_149
5406,NCT04389333,"18 Years to 80 Years  (Adult, Older Adult)",age_149
5439,NCT04516837,"18 Years to 80 Years  (Adult, Older Adult)",age_149
5449,NCT04469621,"18 Years to 80 Years  (Adult, Older Adult)",age_149
5450,NCT04707833,"18 Years to 80 Years  (Adult, Older Adult)",age_149
5481,NCT04346693,"18 Years to 80 Years  (Adult, Older Adult)",age_149
5485,NCT04341610,"18 Years to 80 Years  (Adult, Older Adult)",age_149
5525,NCT04526912,"18 Years to 80 Years  (Adult, Older Adult)",age_149
5532,NCT04416009,"18 Years to 80 Years  (Adult, Older Adult)",age_149
5533,NCT04435327,"18 Years to 80 Years  (Adult, Older Adult)",age_149
5600,NCT04412551,"18 Years to 80 Years  (Adult, Older Adult)",age_149
5611,NCT04359407,"18 Years to 80 Years  (Adult, Older Adult)",age_149
5664,NCT04941001,"18 Years to 80 Years  (Adult, Older Adult)",age_149
5668,NCT04320953,"18 Years to 80 Years  (Adult, Older Adult)",age_149
5671,NCT04514705,"18 Years to 80 Years  (Adult, Older Adult)",age_149
5714,NCT04406545,"18 Years to 80 Years  (Adult, Older Adult)",age_149
5736,NCT04920851,"18 Years to 80 Years  (Adult, Older Adult)",age_149
5757,NCT04508920,"18 Years to 80 Years  (Adult, Older Adult)",age_149
5762,NCT04425005,"18 Years to 80 Years  (Adult, Older Adult)",age_149
5807,NCT04414618,"18 Years to 80 Years  (Adult, Older Adult)",age_149
5820,NCT04390152,"18 Years to 80 Years  (Adult, Older Adult)",age_149
5857,NCT04269525,"18 Years to 80 Years  (Adult, Older Adult)",age_149
5942,NCT04723706,"18 Years to 80 Years  (Adult, Older Adult)",age_149
5961,NCT04252885,"18 Years to 80 Years  (Adult, Older Adult)",age_149
5988,NCT04771585,"18 Years to 80 Years  (Adult, Older Adult)",age_149
6021,NCT04485741,"18 Years to 80 Years  (Adult, Older Adult)",age_149
6048,NCT04614701,"18 Years to 80 Years  (Adult, Older Adult)",age_149
6071,NCT04885192,"18 Years to 80 Years  (Adult, Older Adult)",age_149
6122,NCT04502433,"18 Years to 80 Years  (Adult, Older Adult)",age_149
6143,NCT04880317,"18 Years to 80 Years  (Adult, Older Adult)",age_149
6172,NCT04712448,"18 Years to 80 Years  (Adult, Older Adult)",age_149
6257,NCT04339842,"18 Years to 80 Years  (Adult, Older Adult)",age_149
6199,NCT04606407,"18 Years to 80 Years   (Adult, Older Adult)",age_149
1685,NCT04386239,"18 Years to 84 Years  (Adult, Older Adult)",age_150
2138,NCT04368988,"18 Years to 84 Years  (Adult, Older Adult)",age_150
2162,NCT04533399,"18 Years to 84 Years  (Adult, Older Adult)",age_150
2171,NCT04583995,"18 Years to 84 Years  (Adult, Older Adult)",age_150
2818,NCT04398147,"18 Years to 84 Years  (Adult, Older Adult)",age_150
3619,NCT04591184,"18 Years to 84 Years  (Adult, Older Adult)",age_150
4328,NCT04380961,"18 Years to 84 Years  (Adult, Older Adult)",age_150
30,NCT04388683,"18 Years to 85 Years  (Adult, Older Adult)",age_151
44,NCT04333407,"18 Years to 85 Years  (Adult, Older Adult)",age_151
59,NCT04336462,"18 Years to 85 Years  (Adult, Older Adult)",age_151
154,NCT04405102,"18 Years to 85 Years  (Adult, Older Adult)",age_151
164,NCT04813562,"18 Years to 85 Years  (Adult, Older Adult)",age_151
190,NCT04718467,"18 Years to 85 Years  (Adult, Older Adult)",age_151
193,NCT04640402,"18 Years to 85 Years  (Adult, Older Adult)",age_151
419,NCT04398303,"18 Years to 85 Years  (Adult, Older Adult)",age_151
423,NCT04528641,"18 Years to 85 Years  (Adult, Older Adult)",age_151
428,NCT04380402,"18 Years to 85 Years  (Adult, Older Adult)",age_151
532,NCT04372004,"18 Years to 85 Years  (Adult, Older Adult)",age_151
641,NCT04397718,"18 Years to 85 Years  (Adult, Older Adult)",age_151
703,NCT04931238,"18 Years to 85 Years  (Adult, Older Adult)",age_151
831,NCT04986176,"18 Years to 85 Years  (Adult, Older Adult)",age_151
836,NCT04560881,"18 Years to 85 Years  (Adult, Older Adult)",age_151
934,NCT04473690,"18 Years to 85 Years  (Adult, Older Adult)",age_151
1091,NCT04537949,"18 Years to 85 Years  (Adult, Older Adult)",age_151
1157,NCT04371510,"18 Years to 85 Years  (Adult, Older Adult)",age_151
1459,NCT04784546,"18 Years to 85 Years  (Adult, Older Adult)",age_151
1518,NCT04514003,"18 Years to 85 Years  (Adult, Older Adult)",age_151
1532,NCT04487691,"18 Years to 85 Years  (Adult, Older Adult)",age_151
1592,NCT04389840,"18 Years to 85 Years  (Adult, Older Adult)",age_151
1671,NCT04877704,"18 Years to 85 Years  (Adult, Older Adult)",age_151
1742,NCT04285190,"18 Years to 85 Years  (Adult, Older Adult)",age_151
1810,NCT04387786,"18 Years to 85 Years  (Adult, Older Adult)",age_151
1933,NCT04374487,"18 Years to 85 Years  (Adult, Older Adult)",age_151
1941,NCT04418128,"18 Years to 85 Years  (Adult, Older Adult)",age_151
1942,NCT04685655,"18 Years to 85 Years  (Adult, Older Adult)",age_151
2029,NCT04922957,"18 Years to 85 Years  (Adult, Older Adult)",age_151
2182,NCT04711863,"18 Years to 85 Years  (Adult, Older Adult)",age_151
2222,NCT04714333,"18 Years to 85 Years  (Adult, Older Adult)",age_151
2249,NCT04910230,"18 Years to 85 Years  (Adult, Older Adult)",age_151
2402,NCT04352400,"18 Years to 85 Years  (Adult, Older Adult)",age_151
2469,NCT04681092,"18 Years to 85 Years  (Adult, Older Adult)",age_151
2525,NCT04347681,"18 Years to 85 Years  (Adult, Older Adult)",age_151
2605,NCT04691895,"18 Years to 85 Years  (Adult, Older Adult)",age_151
2650,NCT04358614,"18 Years to 85 Years  (Adult, Older Adult)",age_151
2684,NCT04540419,"18 Years to 85 Years  (Adult, Older Adult)",age_151
2792,NCT04747574,"18 Years to 85 Years  (Adult, Older Adult)",age_151
2794,NCT04438863,"18 Years to 85 Years  (Adult, Older Adult)",age_151
2936,NCT04818892,"18 Years to 85 Years  (Adult, Older Adult)",age_151
2977,NCT04811339,"18 Years to 85 Years  (Adult, Older Adult)",age_151
3019,NCT04745442,"18 Years to 85 Years  (Adult, Older Adult)",age_151
3039,NCT04661930,"18 Years to 85 Years  (Adult, Older Adult)",age_151
3044,NCT04608305,"18 Years to 85 Years  (Adult, Older Adult)",age_151
3126,NCT04356937,"18 Years to 85 Years  (Adult, Older Adult)",age_151
3252,NCT04352959,"18 Years to 85 Years  (Adult, Older Adult)",age_151
3256,NCT04526977,"18 Years to 85 Years  (Adult, Older Adult)",age_151
3328,NCT04493242,"18 Years to 85 Years  (Adult, Older Adult)",age_151
3413,NCT04570397,"18 Years to 85 Years  (Adult, Older Adult)",age_151
3539,NCT04610567,"18 Years to 85 Years  (Adult, Older Adult)",age_151
3587,NCT04874753,"18 Years to 85 Years  (Adult, Older Adult)",age_151
